Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason
2019,Hall Of Fame,FINAL,THU,08/01,Broncos,1-0,14.0,1.0,Falcons,0-1,10.0,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Colts,0-1,16.0,0.0,Bills,1-0,24.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Jets,0-1,22.0,0.0,Giants,1-0,31.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Jaguars,0-1,0.0,0.0,Ravens,1-0,29.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Redskins,0-1,10.0,0.0,Browns,1-0,30.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Patriots,1-0,31.0,1.0,Lions,0-1,3.0,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Falcons,0-2,27.0,0.0,Dolphins,1-0,34.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Titans,1-0,27.0,1.0,Eagles,0-1,10.0,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Panthers,1-0,23.0,1.0,Bears,0-1,13.0,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Texans,0-1,26.0,0.0,Packers,1-0,28.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Chargers,0-1,13.0,0.0,Cardinals,1-0,17.0,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Broncos,1-1,14.0,0.0,Seahawks,1-0,22.0,1.0,,,0
2019,Preseason Week 1,FINAL,FRI,08/09,Buccaneers,0-1,28.0,0.0,Steelers,1-0,30.0,1.0,,,0
2019,Preseason Week 1,FINAL,FRI,08/09,Vikings,1-0,34.0,1.0,Saints,0-1,25.0,0.0,,,0
2019,Preseason Week 1,FINAL,SAT,08/10,Bengals,0-1,17.0,0.0,Chiefs,1-0,38.0,1.0,,,0
2019,Preseason Week 1,FINAL,SAT,08/10,Rams,0-1,3.0,0.0,Raiders,1-0,14.0,1.0,,,0
2019,Preseason Week 1,FINAL,SAT,08/10,Cowboys,0-1,9.0,0.0,49ers,1-0,17.0,1.0,,,0
2019,Preseason Week 2,FINAL,THU,08/15,Eagles,1-1,24.0,1.0,Jaguars,0-2,10.0,0.0,,,0
2019,Preseason Week 2,FINAL,THU,08/15,Jets,1-1,22.0,1.0,Falcons,0-3,10.0,0.0,,,0
2019,Preseason Week 2,FINAL,THU,08/15,Packers,1-1,13.0,0.0,Ravens,2-0,26.0,1.0,,,0
2019,Preseason Week 2,FINAL,THU,08/15,Bengals,1-1,23.0,1.0,Redskins,0-2,13.0,0.0,,,0
2019,Preseason Week 2,FINAL,THU,08/15,Raiders,2-0,33.0,1.0,Cardinals,1-1,26.0,0.0,,,0
2019,Preseason Week 2,FINAL,FRI,08/16,Bills,2-0,27.0,1.0,Panthers,1-1,14.0,0.0,,,0
2019,Preseason Week 2,FINAL,FRI,08/16,Bears,0-2,13.0,0.0,Giants,2-0,32.0,1.0,,,0
2019,Preseason Week 2,FINAL,FRI,08/16,Dolphins,1-1,14.0,0.0,Buccaneers,1-1,16.0,1.0,,,0
2019,Preseason Week 2,FINAL,SAT,08/17,Browns,2-0,21.0,1.0,Colts,0-2,18.0,0.0,,,0
2019,Preseason Week 2,FINAL,SAT,08/17,Patriots,2-0,22.0,1.0,Titans,1-1,17.0,0.0,,,0
2019,Preseason Week 2,FINAL,SAT,08/17,Chiefs,1-1,7.0,0.0,Steelers,2-0,17.0,1.0,,,0
2019,Preseason Week 2,FINAL,SAT,08/17,Lions,0-2,23.0,0.0,Texans,1-1,30.0,1.0,,,0
2019,Preseason Week 2,FINAL,SAT,08/17,Cowboys,1-1,14.0,1.0,Rams,0-2,10.0,0.0,,,0
2019,Preseason Week 2,FINAL,SUN,08/18,Saints,1-1,19.0,1.0,Chargers,0-2,17.0,0.0,,,0
2019,Preseason Week 2,FINAL,SUN,08/18,Seahawks,1-1,19.0,0.0,Vikings,2-0,25.0,1.0,,,0
2019,Preseason Week 2,FINAL,MON,08/19,49ers,2-0,24.0,1.0,Broncos,1-2,15.0,0.0,,,0
2019,Preseason Week 3,FINAL,THU,08/22,Giants,3-0,25.0,1.0,Bengals,1-2,23.0,0.0,,,0
2019,Preseason Week 3,FINAL,THU,08/22,Redskins,1-2,19.0,1.0,Falcons,0-4,7.0,0.0,,,0
2019,Preseason Week 3,FINAL,THU,08/22,Panthers,1-2,3.0,0.0,Patriots,3-0,10.0,1.0,,,0
2019,Preseason Week 3,FINAL,THU,08/22,Ravens,3-0,26.0,1.0,Eagles,1-2,15.0,0.0,,,0
2019,Preseason Week 3,FINAL,THU,08/22,Jaguars,0-3,7.0,0.0,Dolphins,2-1,22.0,1.0,,,0
2019,Preseason Week 3,FINAL,THU,08/22,Packers,1-2,21.0,0.0,Raiders,3-0,22.0,1.0,,,0
2019,Preseason Week 3,FINAL,FRI,08/23,Browns,2-1,12.0,0.0,Buccaneers,2-1,13.0,1.0,,,0
2019,Preseason Week 3,FINAL,FRI,08/23,Bills,3-0,24.0,1.0,Lions,0-3,20.0,0.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,Cardinals,1-2,9.0,0.0,Vikings,3-0,20.0,1.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,Texans,1-2,0.0,0.0,Cowboys,2-1,34.0,1.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,Bears,1-2,27.0,1.0,Colts,0-3,17.0,0.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,Saints,2-1,28.0,1.0,Jets,1-2,13.0,0.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,49ers,3-0,27.0,1.0,Chiefs,1-2,17.0,0.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,Broncos,1-3,6.0,0.0,Rams,1-2,10.0,1.0,,,0
2019,Preseason Week 3,FINAL,SAT,08/24,Seahawks,2-1,23.0,1.0,Chargers,0-3,15.0,0.0,,,0
2019,Preseason Week 3,FINAL,SUN,08/25,Steelers,3-0,18.0,1.0,Titans,1-2,6.0,0.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Vikings,3-1,23.0,0.0,Bills,4-0,27.0,1.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Steelers,3-1,19.0,0.0,Panthers,2-2,25.0,1.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Colts,1-3,13.0,1.0,Bengals,1-3,6.0,0.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Falcons,1-4,31.0,1.0,Jaguars,0-4,12.0,0.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Eagles,1-3,0.0,0.0,Jets,2-2,6.0,1.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Lions,0-4,16.0,0.0,Browns,3-1,20.0,1.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Giants,4-0,31.0,1.0,Patriots,3-1,29.0,0.0,,,0
2019,Preseason Week 4,FINAL,THU,08/29,Ravens,4-0,20.0,1.0,Redskins,1-3,7.0,0.0,,,0
