Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason
2020,Week 1,FINAL,THU,09/10,Texans,0-1,20.0,0.0,Chiefs,0-0,34.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Seahawks,0-0,38.0,1.0,Falcons,0-1,25.0,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Browns,0-1,6.0,0.0,Ravens,0-0,38.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Jets,0-0,17.0,0.0,Bills,1-0,27.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Raiders,0-0,34.0,1.0,Panthers,0-0,30.0,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Bears,1-0,27.0,1.0,Lions,0-1,23.0,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Colts,0-1,20.0,0.0,Jaguars,1-0,27.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Packers,1-0,43.0,1.0,Vikings,0-1,34.0,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Dolphins,0-0,11.0,0.0,Patriots,0-0,21.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Eagles,0-0,17.0,0.0,Football Team,1-0,27.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Chargers,0-0,16.0,1.0,Bengals,0-0,13.0,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Buccaneers,0-0,23.0,0.0,Saints,1-0,34.0,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Cardinals,0-0,24.0,1.0,49ers,0-0,20.0,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Cowboys,0-0,17.0,0.0,Rams,0-0,20.0,1.0,,,0
2020,Week 1,FINAL,MON,09/14,Steelers,1-0,26.0,1.0,Giants,0-0,16.0,0.0,,,0
2020,Week 1,FINAL,MON,09/14,Titans,1-0,16.0,1.0,Broncos,0-0,14.0,0.0,,,0
2020,Week 2,FINAL,THU,09/17,Bengals,0-2,30.0,0.0,Browns,1-1,35.0,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Giants,0-2,13.0,0.0,Bears,2-0,17.0,1.0,,,0
