Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason
2018,Hall Of Fame,FINAL,THU,08/02,Bears,0-1,16.0,0.0,Ravens,1-0,17.0,1.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Panthers,1-0,28.0,1.0,Bills,0-1,23.0,0.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Bears,0-2,27.0,0.0,Bengals,1-0,30.0,1.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Saints,1-0,24.0,1.0,Jaguars,0-1,20.0,0.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Buccaneers,1-0,26.0,1.0,Dolphins,0-1,24.0,0.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Browns,1-0,20.0,1.0,Giants,0-1,10.0,0.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Steelers,1-0,31.0,1.0,Eagles,0-1,14.0,0.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Rams,0-1,7.0,0.0,Ravens,2-0,33.0,1.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Redskins,0-1,17.0,0.0,Patriots,1-0,26.0,1.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Titans,0-1,17.0,0.0,Packers,1-0,31.0,1.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Texans,1-0,17.0,1.0,Chiefs,0-1,10.0,0.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Cowboys,0-1,21.0,0.0,49ers,1-0,24.0,1.0,,,0
2018,Preseason Week 1,FINAL,THU,08/09,Colts,1-0,19.0,1.0,Seahawks,0-1,17.0,0.0,,,0
2018,Preseason Week 1,FINAL,FRI,08/10,Falcons,0-1,0.0,0.0,Jets,1-0,17.0,1.0,,,0
2018,Preseason Week 1,FINAL,FRI,08/10,Lions,0-1,10.0,0.0,Raiders,1-0,16.0,1.0,,,0
2018,Preseason Week 1,FINAL,SAT,08/11,Vikings,1-0,42.0,1.0,Broncos,0-1,28.0,0.0,,,0
2018,Preseason Week 1,FINAL,SAT,08/11,Chargers,0-1,17.0,0.0,Cardinals,1-0,24.0,1.0,,,0
2018,Preseason Week 2,FINAL,THU,08/16,Eagles,0-2,20.0,0.0,Patriots,2-0,37.0,1.0,,,0
2018,Preseason Week 2,FINAL,THU,08/16,Jets,1-1,13.0,0.0,Redskins,1-1,15.0,1.0,,,0
2018,Preseason Week 2,FINAL,THU,08/16,Steelers,1-1,34.0,0.0,Packers,2-0,51.0,1.0,,,0
2018,Preseason Week 2,FINAL,FRI,08/17,Chiefs,1-1,28.0,1.0,Falcons,0-2,14.0,0.0,,,0
2018,Preseason Week 2,FINAL,FRI,08/17,Giants,1-1,30.0,1.0,Lions,0-2,17.0,0.0,,,0
2018,Preseason Week 2,FINAL,FRI,08/17,Dolphins,0-2,20.0,0.0,Panthers,2-0,27.0,1.0,,,0
2018,Preseason Week 2,FINAL,FRI,08/17,Bills,1-1,19.0,1.0,Browns,1-1,17.0,0.0,,,0
2018,Preseason Week 2,FINAL,FRI,08/17,Cardinals,2-0,20.0,1.0,Saints,1-1,15.0,0.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,Jaguars,1-1,14.0,1.0,Vikings,1-1,10.0,0.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,Raiders,1-1,15.0,0.0,Rams,1-1,19.0,1.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,Bengals,2-0,21.0,1.0,Cowboys,0-2,13.0,0.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,49ers,1-1,13.0,0.0,Texans,2-0,16.0,1.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,Buccaneers,2-0,30.0,1.0,Titans,0-2,14.0,0.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,Bears,1-2,24.0,1.0,Broncos,0-2,23.0,0.0,,,0
2018,Preseason Week 2,FINAL,SAT,08/18,Seahawks,0-2,14.0,0.0,Chargers,1-1,24.0,1.0,,,0
2018,Preseason Week 2,FINAL,MON,08/20,Ravens,3-0,20.0,1.0,Colts,1-1,19.0,0.0,,,0
2018,Preseason Week 3,FINAL,THU,08/23,Eagles,0-3,0.0,0.0,Browns,2-1,5.0,1.0,,,0
2018,Preseason Week 3,FINAL,FRI,08/24,Patriots,2-1,14.0,0.0,Panthers,3-0,25.0,1.0,,,0
2018,Preseason Week 3,FINAL,FRI,08/24,Giants,2-1,22.0,1.0,Jets,1-2,16.0,0.0,,,0
2018,Preseason Week 3,FINAL,FRI,08/24,Broncos,1-2,29.0,1.0,Redskins,1-2,17.0,0.0,,,0
2018,Preseason Week 3,FINAL,FRI,08/24,Seahawks,0-3,20.0,0.0,Vikings,2-1,21.0,1.0,,,0
2018,Preseason Week 3,FINAL,FRI,08/24,Lions,1-2,33.0,1.0,Buccaneers,2-1,30.0,0.0,,,0
2018,Preseason Week 3,FINAL,FRI,08/24,Packers,2-1,6.0,0.0,Raiders,2-1,13.0,1.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,Chiefs,1-2,20.0,0.0,Bears,2-2,27.0,1.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,Texans,2-1,20.0,0.0,Rams,2-1,21.0,1.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,Titans,0-3,6.0,0.0,Steelers,2-1,16.0,1.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,49ers,1-2,17.0,0.0,Colts,2-1,23.0,1.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,Falcons,0-3,6.0,0.0,Jaguars,2-1,17.0,1.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,Ravens,4-0,27.0,1.0,Dolphins,0-3,10.0,0.0,,,0
2018,Preseason Week 3,FINAL,SAT,08/25,Saints,2-1,36.0,1.0,Chargers,1-2,7.0,0.0,,,0
2018,Preseason Week 3,FINAL,SUN,08/26,Bengals,3-0,26.0,1.0,Bills,1-2,13.0,0.0,,,0
2018,Preseason Week 3,FINAL,SUN,08/26,Cardinals,3-0,27.0,1.0,Cowboys,0-3,3.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Dolphins,1-3,34.0,1.0,Falcons,0-4,7.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Colts,3-1,27.0,1.0,Bengals,3-1,26.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Browns,3-1,35.0,1.0,Lions,1-3,17.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Patriots,3-1,17.0,1.0,Giants,2-2,12.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Jets,1-3,9.0,0.0,Eagles,1-3,10.0,1.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Redskins,1-3,20.0,0.0,Ravens,5-0,30.0,1.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Panthers,3-1,24.0,0.0,Steelers,3-1,39.0,1.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Jaguars,3-1,25.0,1.0,Buccaneers,2-2,10.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Bills,2-2,28.0,1.0,Bears,2-3,27.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Cowboys,0-4,6.0,0.0,Texans,3-1,14.0,1.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Rams,2-2,0.0,0.0,Saints,3-1,28.0,1.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Vikings,3-1,13.0,1.0,Titans,0-4,3.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Packers,2-2,21.0,0.0,Chiefs,2-2,33.0,1.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Broncos,2-2,21.0,1.0,Cardinals,3-1,10.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Chargers,2-2,23.0,1.0,49ers,1-3,21.0,0.0,,,0
2018,Preseason Week 4,FINAL,THU,08/30,Raiders,3-1,30.0,1.0,Seahawks,0-4,19.0,0.0,,,0
2018,Week 1,FINAL,THU,09/06,Falcons,0-1,12.0,0.0,Eagles,1-0,18.0,1.0,,,0
2018,Week 1,FINAL,SUN,09/09,Bills,0-1,3.0,0.0,Ravens,1-0,47.0,1.0,,,0
2018,Week 1,FINAL,SUN,09/09,Steelers,0-0-1,21.0,0.0,Browns,0-0-1,21.0,0.0,,,0
2018,Week 1,FINAL,SUN,09/09,Bengals,1-0,34.0,1.0,Colts,0-1,23.0,0.0,,,0
2018,Week 1,FINAL,SUN,09/09,Titans,0-1,20.0,0.0,Dolphins,1-0,27.0,1.0,,,0
2018,Week 1,FINAL,SUN,09/09,49ers,0-1,16.0,0.0,Vikings,1-0,24.0,1.0,,,0
2018,Week 1,FINAL,SUN,09/09,Texans,0-1,20.0,0.0,Patriots,1-0,27.0,1.0,,,0
