Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason
2023,Hall Of Fame,FINAL,THU,08/03,Jets,0-1,16.0,0.0,Browns,1-0,21.0,1.0,,,0
2023,Preseason Week 1,FINAL,THU,08/10,Texans,1-0,20.0,1.0,Patriots,0-1,9.0,0.0,,,0
2023,Preseason Week 1,FINAL,THU,08/10,Vikings,0-1,13.0,0.0,Seahawks,1-0,24.0,1.0,,,0
2023,Preseason Week 1,FINAL,FRI,08/11,Giants,0-1,16.0,0.0,Lions,1-0,21.0,1.0,,,0
2023,Preseason Week 1,FINAL,FRI,08/11,Steelers,1-0,27.0,1.0,Buccaneers,0-1,17.0,0.0,,,0
2023,Preseason Week 1,FINAL,FRI,08/11,Packers,1-0,36.0,1.0,Bengals,0-1,19.0,0.0,,,0
2023,Preseason Week 1,FINAL,FRI,08/11,Falcons,1-0,19.0,1.0,Dolphins,0-1,3.0,0.0,,,0
2023,Preseason Week 1,FINAL,FRI,08/11,Commanders,1-0,17.0,1.0,Browns,1-1,15.0,0.0,,,0
2023,Preseason Week 1,FINAL,FRI,08/11,Broncos,0-1,17.0,0.0,Cardinals,1-0,18.0,1.0,,,0
2023,Preseason Week 1,FINAL,SAT,08/12,Titans,0-1,17.0,0.0,Bears,1-0,23.0,1.0,,,0
2023,Preseason Week 1,FINAL,SAT,08/12,Colts,0-1,19.0,0.0,Bills,1-0,23.0,1.0,,,0
2023,Preseason Week 1,FINAL,SAT,08/12,Jets,1-1,27.0,1.0,Panthers,0-1,0.0,0.0,,,0
2023,Preseason Week 1,FINAL,SAT,08/12,Jaguars,1-0,28.0,1.0,Cowboys,0-1,23.0,0.0,,,0
2023,Preseason Week 1,FINAL,SAT,08/12,Eagles,0-1,19.0,0.0,Ravens,1-0,20.0,1.0,,,0
2023,Preseason Week 1,FINAL,SAT,08/12,Chargers,1-0,34.0,1.0,Rams,0-1,17.0,0.0,,,0
2023,Preseason Week 1,FINAL,SUN,08/13,Chiefs,0-1,24.0,0.0,Saints,1-0,26.0,1.0,,,0
2023,Preseason Week 1,FINAL,SUN,08/13,49ers,0-1,7.0,0.0,Raiders,1-0,34.0,1.0,,,0
2023,Preseason Week 2,FINAL,THU,08/17,Browns,1-1-1,18.0,0.0,Eagles,0-1-1,18.0,0.0,,,0
2023,Preseason Week 2,FINAL,FRI,08/18,Panthers,0-2,19.0,0.0,Giants,1-1,21.0,1.0,,,0
2023,Preseason Week 2,FINAL,FRI,08/18,Bengals,0-1-1,13.0,0.0,Falcons,1-0-1,13.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Jaguars,2-0,25.0,1.0,Lions,1-1,7.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Dolphins,1-1,28.0,1.0,Texans,1-1,3.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Bills,1-1,15.0,0.0,Steelers,2-0,27.0,1.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Bears,1-1,17.0,0.0,Colts,1-1,24.0,1.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Buccaneers,1-1,13.0,1.0,Jets,1-2,6.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Patriots,1-1,21.0,1.0,Packers,1-1,17.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Titans,1-1,24.0,1.0,Vikings,0-2,16.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Chiefs,1-1,38.0,1.0,Cardinals,1-1,10.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Broncos,0-2,20.0,0.0,49ers,1-1,21.0,1.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Raiders,2-0,34.0,1.0,Rams,0-2,17.0,0.0,,,0
2023,Preseason Week 2,FINAL,SAT,08/19,Cowboys,0-2,14.0,0.0,Seahawks,2-0,22.0,1.0,,,0
2023,Preseason Week 2,FINAL,SUN,08/20,Saints,2-0,22.0,1.0,Chargers,1-1,17.0,0.0,,,0
2023,Preseason Week 2,FINAL,MON,08/21,Ravens,1-1,28.0,0.0,Commanders,2-0,29.0,1.0,,,0
2023,Preseason Week 3,FINAL,THU,08/24,Steelers,3-0,24.0,1.0,Falcons,1-1-1,0.0,0.0,,,0
2023,Preseason Week 3,FINAL,THU,08/24,Colts,2-1,27.0,1.0,Eagles,0-2-1,13.0,0.0,,,0
2023,Preseason Week 3,FINAL,FRI,08/25,Lions,2-1,26.0,1.0,Panthers,0-3,17.0,0.0,,,0
2023,Preseason Week 3,FINAL,FRI,08/25,Patriots,1-2,7.0,0.0,Titans,2-1,23.0,1.0,,,0
2023,Preseason Week 3,FINAL,FRI,08/25,Chargers,2-1,23.0,1.0,49ers,1-2,12.0,0.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Seahawks,2-1,15.0,0.0,Packers,2-1,19.0,1.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Cardinals,2-1,18.0,1.0,Vikings,0-3,17.0,0.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Browns,1-2-1,32.0,0.0,Chiefs,2-1,33.0,1.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Bills,2-1,24.0,1.0,Bears,1-2,21.0,0.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Jets,2-2,32.0,1.0,Giants,1-2,24.0,0.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Bengals,0-2-1,19.0,0.0,Commanders,3-0,21.0,1.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Ravens,1-2,20.0,0.0,Buccaneers,2-1,26.0,1.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Dolphins,1-2,18.0,0.0,Jaguars,3-0,31.0,1.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Raiders,2-1,16.0,0.0,Cowboys,1-2,31.0,1.0,,,0
2023,Preseason Week 3,FINAL,SAT,08/26,Rams,0-3,0.0,0.0,Broncos,1-2,41.0,1.0,,,0
2023,Preseason Week 3,FINAL,SUN,08/27,Texans,2-1,17.0,1.0,Saints,2-1,13.0,0.0,,,0
2023,Week 1,FINAL,THU,09/07,Lions,1-0,21.0,1.0,Chiefs,0-1,20.0,0.0,,,0
2023,Week 1,FINAL,SUN,09/10,Panthers,0-1,10.0,0.0,Falcons,1-0,24.0,1.0,,,0
2023,Week 1,FINAL,SUN,09/10,Texans,0-1,9.0,0.0,Ravens,1-0,25.0,1.0,,,0
2023,Week 1,FINAL,SUN,09/10,Bengals,0-1,3.0,0.0,Browns,1-0,24.0,1.0,,,0
2023,Week 1,FINAL,SUN,09/10,Jaguars,1-0,31.0,1.0,Colts,0-1,21.0,0.0,,,0
