Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,1,PHI,0,1,0,Kickoff,M.Bosher kicks 62 yards from ATL 35 to PHI 3. C.Clement to PHI 25 for 22 yards (L.Reynolds; K.Ishmael).,Kickoff from ATL 35
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,1,PHI,0,2,0,42 Yard Penalty,"(14:54) N.Foles pass incomplete deep right to T.Smith.
PENALTY on ATL-B.Poole, Defensive Pass Interference, 42 yards, enforced at PHI 25 - No Play.",1st & 10 at PHI 25
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,1,PHI,0,3,0,Fumble,"(14:46) (Shotgun) J.Ajayi up the middle to ATL 27 for 6 yards (R.Allen). FUMBLES (R.Allen), RECOVERED by ATL-K.Neal at ATL 26. K.Neal to ATL 26 for no gain (S.Wisniewski).",1st & 10 at ATL 33
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,1,0,12 Yard Pass,(14:36) M.Ryan pass short left to L.Toilolo to ATL 38 for 12 yards (R.Darby).,1st & 10 at ATL 26
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,2,0,3 Yard Run,(13:59) D.Freeman right end to ATL 41 for 3 yards (F.Cox; V.Curry).,1st & 10 at ATL 38
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,3,0,2 Yard Run,(13:20) D.Freeman left end to ATL 43 for 2 yards (V.Curry).,2nd & 7 at ATL 41
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,4,0,17 Yard Pass,(12:37) (Shotgun) M.Ryan pass short left to M.Sanu pushed ob at PHI 40 for 17 yards (R.McLeod).,3rd & 5 at ATL 43
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,5,0,6 Yard Pass,(12:06) M.Ryan pass short left to Ju.Jones pushed ob at PHI 34 for 6 yards (R.Darby).,1st & 10 at PHI 40
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,6,0,5 Yard Run,(11:40) T.Coleman right end ran ob at PHI 29 for 5 yards (R.McLeod).,2nd & 4 at PHI 34
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,7,0,12 Yard Run,(11:09) T.Coleman right end pushed ob at PHI 17 for 12 yards (M.Kendricks).,1st & 10 at PHI 29
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,8,0,-1 Yard Run,(10:38) D.Freeman right end to PHI 18 for -1 yards (F.Cox).,1st & 10 at PHI 17
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,9,0,3 Yard Pass,(9:58) (Shotgun) M.Ryan pass short right to A.Hooper to PHI 15 for 3 yards (M.Jenkins).,2nd & 11 at PHI 18
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,10,0,Pass Incomplete,(9:14) (Shotgun) M.Ryan pass incomplete short left to T.Gabriel (N.Bradham).,3rd & 8 at PHI 15
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,2,ATL,1,11,1,Field Goal,"(9:08) M.Bryant 33 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",4th & 8 at PHI 15
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,1,0,Kickoff,"M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",Kickoff from ATL 35
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,2,0,Run for No Gain,(9:04) (Shotgun) J.Ajayi up the middle to PHI 25 for no gain (T.McKinley).,1st & 10 at PHI 25
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,3,0,Pass Incomplete,(8:26) N.Foles pass incomplete short right to Z.Ertz.,2nd & 10 at PHI 25
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,4,0,21 Yard Penalty,"(8:23) (Shotgun) N.Foles pass incomplete short right to M.Hollins.
PENALTY on ATL-D.Trufant, Defensive Pass Interference, 21 yards, enforced at PHI 25 - No Play.",3rd & 10 at PHI 25
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,5,0,7 Yard Run,(8:18) (Shotgun) J.Ajayi left end to ATL 47 for 7 yards (D.Campbell).,1st & 10 at PHI 46
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,6,0,11 Yard Run,(7:37) J.Ajayi left tackle to ATL 36 for 11 yards (R.Alford; D.Jones).,2nd & 3 at ATL 47
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,7,0,Run for No Gain,"(6:54) N.Foles FUMBLES (Aborted) at ATL 41, recovered by PHI-L.Blount at ATL 43. L.Blount to ATL 43 for no gain (D.Campbell).",1st & 10 at ATL 36
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,8,0,10 Yard Pass,(6:11) (Shotgun) N.Foles pass short left to Z.Ertz pushed ob at ATL 33 for 10 yards (R.Alford) [B.Reed].,2nd & 17 at ATL 43
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,9,0,-8 Yard Sack,"(5:40) (No Huddle, Shotgun) N.Foles sacked at ATL 41 for -8 yards (T.McKinley). ATL-T.McKinley was injured during the play.",3rd & 7 at ATL 33
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,3,PHI,0,10,0,Punt,"(5:15) D.Jones punts 29 yards to ATL 12, Center-R.Lovato, fair catch by A.Roberts.",4th & 15 at ATL 41
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,1,0,14 Yard Pass,(5:09) M.Ryan pass short middle to T.Coleman to ATL 26 for 14 yards (M.Jenkins).,1st & 10 at ATL 12
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,2,0,21 Yard Pass,(4:29) (No Huddle) M.Ryan pass deep left to Ju.Jones ran ob at ATL 47 for 21 yards (R.Darby).,1st & 10 at ATL 26
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,3,0,6 Yard Run,(4:03) T.Coleman up the middle to PHI 47 for 6 yards (D.Ellerbe).,1st & 10 at ATL 47
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,4,0,Pass Incomplete,(3:23) M.Ryan pass incomplete short right to N.Williams.,2nd & 4 at PHI 47
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,5,0,2 Yard Run,(3:19) (Shotgun) D.Freeman up the middle to PHI 45 for 2 yards (F.Cox).,3rd & 4 at PHI 47
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,6,0,-5 Yard Penalty,"(2:31) (Shotgun) PENALTY on ATL-M.Ryan, Delay of Game, 5 yards, enforced at PHI 45 - No Play.",4th & 2 at PHI 45
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,1ST QUARTER,4,ATL,0,7,0,Punt,"(2:18) M.Bosher punts 36 yards to PHI 14, Center-J.Harris, fair catch by K.Barner.",4th & 7 at 50
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,1,0,10 Yard Run,(2:12) (Shotgun) J.Ajayi up the middle to PHI 24 for 10 yards (B.Reed).,1st & 10 at PHI 14
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,2,0,8 Yard Run,(1:38) (Shotgun) J.Ajayi right tackle to PHI 32 for 8 yards (R.Allen).,1st & 10 at PHI 24
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,3,0,7 Yard Run,(1:01) (Shotgun) J.Ajayi left end to PHI 39 for 7 yards (K.Ishmael).,2nd & 2 at PHI 32
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,4,0,9 Yard Pass,(:21) N.Foles pass short left to J.Ajayi to PHI 48 for 9 yards (D.Campbell).,1st & 10 at PHI 39
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,5,0,8 Yard Run,(15:00) (Shotgun) L.Blount up the middle to ATL 44 for 8 yards (D.Riley).,2nd & 1 at PHI 48
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,6,0,6 Yard Pass,(14:18) (Shotgun) N.Foles pass short left to T.Smith ran ob at ATL 38 for 6 yards (R.Alford).,1st & 10 at ATL 44
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,7,0,7 Yard Pass,(13:50) (Shotgun) N.Foles pass short left to C.Clement to ATL 31 for 7 yards (R.Alford).,2nd & 4 at ATL 38
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,8,0,1 Yard Run,(13:29) (Shotgun) J.Ajayi left end to ATL 30 for 1 yard (G.Jarrett).,1st & 10 at ATL 31
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,9,0,6 Yard Pass,(12:46) (Shotgun) N.Foles pass short right to B.Celek pushed ob at ATL 24 for 6 yards (D.Campbell).,2nd & 9 at ATL 30
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,10,0,21 Yard Run,(12:13) N.Agholor left end pushed ob at ATL 3 for 21 yards (R.Allen).,3rd & 3 at ATL 24
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,11,0,Pass Incomplete,(11:40) (Shotgun) N.Foles pass incomplete short right to Z.Ertz (D.Shelby).,1st & 3 at ATL 3
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,12,0,1 Yard Run,(11:36) L.Blount up the middle to ATL 2 for 1 yard (D.Shelby).,2nd & 3 at ATL 3
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,13,0,1 Yard Run,"(10:51) N.Foles FUMBLES (Aborted) at ATL 2, touched at ATL 2, and recovers at ATL 1. N.Foles for 1 yard, TOUCHDOWN.
The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED.
N.Foles FUMBLES (Aborted) at ATL 2, touched at ATL 2, and recovers at ATL 1. N.Foles to ATL 1 for no gain (B.Poole).",3rd & 2 at ATL 2
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,14,0,Touchdown Eagles,"(10:32) L.Blount right end for 1 yard, TOUCHDOWN.",4th & 1 at ATL 1
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,1,PHI,1,15,1,Extra Point No Good,"J.Elliott extra point is No Good, Hit Left Upright, Center-R.Lovato, Holder-D.Jones.",XP attempt from ATL 15
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,2,ATL,0,1,0,Kickoff,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback.",Kickoff from PHI 35
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,2,ATL,0,2,0,Run for No Gain,(10:28) D.Freeman up the middle to ATL 25 for no gain (T.Jernigan; C.Long).,1st & 10 at ATL 25
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,2,ATL,0,3,0,24 Yard Pass,(9:47) (Shotgun) M.Ryan pass short left to M.Sanu pushed ob at ATL 49 for 24 yards (M.Kendricks).,2nd & 10 at ATL 25
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,2,ATL,0,4,0,Pass Incomplete,(9:17) M.Ryan pass incomplete deep right to Ju.Jones (J.Mills) [V.Curry].,1st & 10 at ATL 49
2017,Divisional Playoffs,SAT,01/13,Falcons,Eagles,2ND QUARTER,2,ATL,0,5,0,-3 Yard Pass,(9:09) M.Ryan pass short left to T.Gabriel to ATL 46 for -3 yards (R.Darby).,2nd & 10 at ATL 49
