Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,1,NE,0,1,0,Kickoff,G.Zuerlein kicks 64 yards from LAR 35 to NE 1. C.Patterson pushed ob at NE 39 for 38 yards (G.Zuerlein).,Kickoff from LAR 35
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,1,NE,0,2,0,13 Yard Run,(14:55) S.Michel right tackle to LAR 48 for 13 yards (L.Joyner).,1st & 10 at NE 39
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,1,NE,0,3,0,6 Yard Run,"(14:09) C.Patterson left end to LAR 42 for 6 yards (J.Johnson, N.Robey).",1st & 10 at LAR 48
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,1,NE,0,4,0,5 Yard Run,(13:31) S.Michel left tackle to LAR 37 for 5 yards (M.Peters).,2nd & 4 at LAR 42
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,1,NE,0,5,0,3 Yard Run,"(12:52) S.Michel right guard to LAR 34 for 3 yards (M.Brockers, A.Donald).",1st & 10 at LAR 37
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,1,NE,0,6,0,Interception,(12:14) (Shotgun) T.Brady pass short right intended for C.Hogan INTERCEPTED by C.Littleton (N.Robey) at LAR 27. C.Littleton to LAR 27 for no gain (C.Hogan).,2nd & 7 at LAR 34
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,2,LA,0,1,0,2 Yard Run,(12:06) T.Gurley left tackle to LAR 29 for 2 yards (T.Flowers).,1st & 10 at LAR 27
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,2,LA,0,2,0,Pass Incomplete,(11:37) J.Goff pass incomplete short right.,2nd & 8 at LAR 29
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,2,LA,0,3,0,Pass Incomplete,(11:30) (Shotgun) J.Goff pass incomplete short left to J.Reynolds [A.Clayborn].,3rd & 8 at LAR 29
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,2,LA,0,4,0,Punt,"(11:25) J.Hekker punts 54 yards to NE 17, Center-J.McQuaide. J.Edelman to NE 12 for -5 yards (S.Ebukam).",4th & 8 at LAR 29
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,1,0,1 Yard Run,(11:15) S.Michel right tackle to NE 13 for 1 yard (M.Brockers).,1st & 10 at NE 12
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,2,0,Pass Incomplete,(10:36) (Shotgun) T.Brady pass incomplete short left to S.Michel.,2nd & 9 at NE 13
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,3,0,11 Yard Pass,(10:34) (Shotgun) T.Brady pass short left to J.Edelman pushed ob at NE 24 for 11 yards (A.Talib).,3rd & 9 at NE 13
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,4,0,-4 Yard Run,(9:55) S.Michel left guard to NE 20 for -4 yards (D.Fowler).,1st & 10 at NE 24
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,5,0,15 Yard Penalty,"(9:19) T.Brady pass short right to R.Burkhead to NE 16 for -4 yards (N.Robey).
PENALTY on LAR-N.Robey, Unnecessary Roughness, 15 yards, enforced at NE 20 - No Play.",2nd & 14 at NE 20
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,6,0,5 Yard Run,(8:52) R.Burkhead right guard to NE 40 for 5 yards (M.Brockers; J.Johnson).,1st & 10 at NE 35
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,7,0,8 Yard Pass,(8:14) (Shotgun) T.Brady pass short left to R.Burkhead pushed ob at NE 48 for 8 yards (J.Johnson).,2nd & 5 at NE 40
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,8,0,19 Yard Pass,(7:39) T.Brady pass short left to R.Gronkowski pushed ob at LAR 33 for 19 yards (M.Peters).,1st & 10 at NE 48
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,9,0,2 Yard Run,(7:04) R.Burkhead right guard to LAR 31 for 2 yards (M.Brockers).,1st & 10 at LAR 33
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,10,0,Pass Incomplete,(6:22) T.Brady pass incomplete deep left to C.Hogan.,2nd & 8 at LAR 31
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,11,0,3 Yard Run,(6:17) (Shotgun) J.White right guard to LAR 28 for 3 yards (D.Fowler).,3rd & 8 at LAR 31
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,3,NE,0,12,0,Field Goal No Good,"(5:39) S.Gostkowski 46 yard field goal is No Good, Wide Left, Center-J.Cardona, Holder-R.Allen.",4th & 5 at LAR 28
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,4,LA,0,1,0,5 Yard Run,(5:35) R.Woods right end to LAR 41 for 5 yards (D.Wise; P.Chung).,1st & 10 at LAR 36
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,4,LA,0,2,0,10 Yard Pass,(4:50) J.Goff pass short left to J.Reynolds to NE 49 for 10 yards (J.Jones).,2nd & 5 at LAR 41
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,4,LA,0,3,0,Pass Incomplete,(4:19) (No Huddle) J.Goff pass incomplete short left to R.Woods [D.Wise].,1st & 10 at NE 49
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,4,LA,0,4,0,7 Yard Pass,(4:14) (Shotgun) J.Goff pass short left to R.Woods to NE 42 for 7 yards (J.Jones).,2nd & 10 at NE 49
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,4,LA,0,5,0,Pass Incomplete,(3:35) (Shotgun) J.Goff pass incomplete short right to R.Woods (P.Chung).,3rd & 3 at NE 42
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,4,LA,0,6,0,Punt,"(3:32) J.Hekker punts 28 yards to NE 19, Center-J.McQuaide, out of bounds.",4th & 8 at NE 47
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,1,0,4 Yard Run,(3:25) S.Michel right guard to NE 23 for 4 yards (L.Joyner; M.Barron).,1st & 10 at NE 19
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,2,0,7 Yard Pass,(2:52) (Shotgun) T.Brady pass short right to J.Edelman to NE 30 for 7 yards (S.Ebukam).,2nd & 6 at NE 23
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,3,0,Pass Incomplete,(2:24) (Shotgun) T.Brady pass incomplete deep left to C.Hogan (M.Barron).,1st & 10 at NE 30
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,4,0,25 Yard Pass,(2:20) (Shotgun) T.Brady pass deep right to J.Edelman pushed ob at LAR 45 for 25 yards (A.Talib).,2nd & 10 at NE 30
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,5,0,-9 Yard Sack,"(1:51) (No Huddle) T.Brady sacked at NE 46 for -9 yards (J.Franklin). FUMBLES (J.Franklin) [J.Franklin], recovered by NE-D.Andrews at NE 46. D.Andrews to NE 46 for no gain (D.Fowler).",1st & 10 at LAR 45
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,6,0,14 Yard Pass,(1:06) (Shotgun) T.Brady pass short right to R.Gronkowski pushed ob at LAR 40 for 14 yards (M.Barron).,2nd & 19 at NE 46
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,7,0,Pass Incomplete,(:22) (Shotgun) T.Brady pass incomplete short right to J.Edelman [A.Donald].,3rd & 5 at LAR 40
2018,Super Bowl,SUN,02/03,Patriots,Rams,1ST QUARTER,5,NE,0,8,0,Punt,"(:18) R.Allen punts 34 yards to LAR 6, Center-J.Cardona, out of bounds.",4th & 5 at LAR 40
2018,Super Bowl,SUN,02/03,Patriots,Rams,2ND QUARTER,1,LA,0,1,0,5 Yard Run,(:12) C.Anderson right guard to LAR 11 for 5 yards (L.Guy).,1st & 10 at LAR 6
2018,Super Bowl,SUN,02/03,Patriots,Rams,2ND QUARTER,1,LA,0,2,0,-5 Yard Penalty,"(15:00) PENALTY on LAR-R.Havenstein, False Start, 5 yards, enforced at LAR 11 - No Play.",2nd & 5 at LAR 11
2018,Super Bowl,SUN,02/03,Patriots,Rams,2ND QUARTER,1,LA,0,3,0,3 Yard Run,(15:00) C.Anderson right tackle to LAR 9 for 3 yards (D.Wise).,2nd & 10 at LAR 6
2018,Super Bowl,SUN,02/03,Patriots,Rams,2ND QUARTER,1,LA,0,4,0,Pass Incomplete,(14:15) (Shotgun) J.Goff pass incomplete short middle to R.Woods (J.Simon).,3rd & 7 at LAR 9
