Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,1,CLE,0,1,0,Kickoff,J.Elliott kicks 65 yards from PHI 35 to CLE 0. J.Peppers to CLE 19 for 19 yards (K.Grugier-Hill; L.Reynolds).,Kickoff from PHI 35
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,1,CLE,0,2,0,11 Yard Pass,(14:56) (Shotgun) T.Taylor pass short right to J.Landry pushed ob at CLE 30 for 11 yards (R.McLeod).,1st & 10 at CLE 19
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,1,CLE,0,3,0,1 Yard Run,(14:41) (No Huddle) C.Hyde right guard to CLE 31 for 1 yard (J.Mills).,1st & 10 at CLE 30
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,1,CLE,0,4,0,-5 Yard Pass,(14:14) (Shotgun) T.Taylor pass short right to C.Hyde pushed ob at CLE 26 for -5 yards (N.Bradham).,2nd & 9 at CLE 31
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,1,CLE,0,5,0,3 Yard Pass,(13:48) (Shotgun) T.Taylor pass short left to D.Njoku to CLE 29 for 3 yards (D.Barnett).,3rd & 14 at CLE 26
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,1,CLE,0,6,0,Punt,"(13:12) (Punt formation) B.Colquitt punts 43 yards to PHI 28, Center-C.Hughlett. D.Carter to PHI 27 for -1 yards (T.Carrie).
PENALTY on PHI-L.Reynolds, Offensive Holding, 10 yards, enforced at PHI 27.",4th & 11 at CLE 29
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,1,0,11 Yard Pass,(13:04) (Shotgun) N.Foles pass short right to D.Goedert pushed ob at PHI 28 for 11 yards (D.Ward).,1st & 10 at PHI 17
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,2,0,2 Yard Run,(12:38) (Shotgun) W.Smallwood left guard to PHI 30 for 2 yards (C.Kirksey).,1st & 10 at PHI 28
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,3,0,7 Yard Pass,(12:00) (Shotgun) N.Foles pass short left to Z.Ertz to PHI 37 for 7 yards (D.Ward).,2nd & 8 at PHI 30
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,4,0,4 Yard Run,(11:20) W.Smallwood right end to PHI 41 for 4 yards (J.Schobert).,3rd & 1 at PHI 37
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,5,0,7 Yard Pass,(10:41) (Shotgun) N.Foles pass short right to Z.Ertz to PHI 48 for 7 yards (D.Ward). CLE-D.Ward was injured during the play. His return is Doubtful.,1st & 10 at PHI 41
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,6,0,9 Yard Run,(10:24) (Shotgun) W.Smallwood right end to CLE 43 for 9 yards (M.Garrett). PHI-J.Kelce was injured during the play. His return is Questionable.,2nd & 3 at PHI 48
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,7,0,Pass Incomplete,(9:37) N.Foles pass incomplete short left to S.Gibson (T.Mitchell).,1st & 10 at CLE 43
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,8,0,-2 Yard Run,(9:32) W.Smallwood left tackle to CLE 45 for -2 yards (J.Meder; J.Collins).,2nd & 10 at CLE 43
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,9,0,7 Yard Pass,(8:49) (Shotgun) N.Foles pass short right to S.Gibson to CLE 38 for 7 yards (M.Jordan).,3rd & 12 at CLE 45
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,10,0,Penalty,"(8:02) (Shotgun) N.Foles pass incomplete short left to Z.Ertz [M.Garrett].
Penalty on CLE-J.Peppers, Defensive Pass Interference, offsetting, enforced at CLE 38 - No Play.
Penalty on PHI-H.Vaitai, Offensive Holding, offsetting.",4th & 5 at CLE 38
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,2,PHI,0,11,0,Turnover on Downs,(7:58) (Shotgun) N.Foles pass short left to Z.Ertz to CLE 35 for 3 yards (J.Peppers).,4th & 5 at CLE 38
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,1,0,33 Yard Run,(7:51) (Shotgun) C.Hyde right tackle pushed ob at PHI 32 for 33 yards (R.McLeod).,1st & 10 at CLE 35
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,2,0,21 Yard Run,(7:22) N.Chubb left guard pushed ob at PHI 11 for 21 yards (R.McLeod).,1st & 10 at PHI 32
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,3,0,10 Yard Pass,(6:55) (Shotgun) T.Taylor pass short left to D.Njoku pushed ob at PHI 1 for 10 yards (R.Darby; N.Bradham).,1st & 10 at PHI 11
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,4,0,Pass Incomplete,(6:25) (Shotgun) T.Taylor pass incomplete short right to J.Landry.,1st & 1 at PHI 1
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,5,0,Pass Incomplete,(6:20) (Shotgun) T.Taylor pass incomplete short middle to D.Ratley.,2nd & 1 at PHI 1
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,6,0,Pass Incomplete,(6:17) (Shotgun) T.Taylor pass incomplete short right to J.Landry.,3rd & 1 at PHI 1
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,3,CLE,0,7,0,Turnover on Downs,(6:13) (Shotgun) T.Taylor pass incomplete short left to J.Landry (J.Hicks). CLE-T.Taylor was injured during the play. His return is Questionable.,4th & 1 at PHI 1
2018,Preseason Week 3,THU,08/23,Eagles,Browns,1ST QUARTER,4,CLE,1,1,0,4 Yard Run,(6:05) W.Smallwood left guard to PHI 5 for 4 yards (C.Kirksey; L.Ogunjobi).,1st & 10 at PHI 1
