Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,1,0,Kickoff,"E.McPherson kicks 65 yards from CIN 35 to end zone, Touchback.",Kickoff from CIN 35
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,2,0,5 Yard Run,(15:00) J.Jacobs left guard to LV 30 for 5 yards (G.Pratt; M.Hilton).,1st & 10 at LV 25
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,3,0,3 Yard Run,(14:29) (Shotgun) J.Jacobs left tackle to LV 33 for 3 yards (L.Wilson).,2nd & 5 at LV 30
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,4,0,17 Yard Pass,(13:51) (Shotgun) D.Carr pass deep right to Z.Jones to 50 for 17 yards (J.Bates III).,3rd & 2 at LV 33
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,5,0,6 Yard Pass,(13:16) (Shotgun) D.Carr pass short left to H.Renfrow ran ob at CIN 44 for 6 yards (M.Hilton).,1st & 10 at 50
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,6,0,1 Yard Run,(12:45) J.Jacobs right guard to CIN 43 for 1 yard (D.Reader; G.Pratt).,2nd & 4 at CIN 44
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,7,0,8 Yard Pass,(11:58) (Shotgun) D.Carr pass short left to D.Waller to CIN 35 for 8 yards (G.Pratt).,3rd & 3 at CIN 43
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,8,0,9 Yard Pass,"(11:17) D.Carr pass short middle to J.Jacobs to CIN 26 for 9 yards (L.Wilson, G.Pratt).",1st & 10 at CIN 35
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,9,0,-4 Yard Penalty,"(10:39) PENALTY on LV-D.Waller, False Start, 4 yards, enforced at CIN 26 - No Play.",2nd & 1 at CIN 26
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,10,0,2 Yard Run,"(10:18) J.Jacobs left guard to CIN 28 for 2 yards (G.Pratt, S.Hubbard).",2nd & 5 at CIN 30
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,11,0,Pass Incomplete,(9:35) (Shotgun) D.Carr pass incomplete deep right to H.Renfrow (M.Hilton).,3rd & 3 at CIN 28
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,1,LV,1,12,1,Field Goal,"(9:28) D.Carlson 47 yard field goal is GOOD, Center-T.Sieg, Holder-A.Cole.",4th & 3 at CIN 28
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,1,0,Kickoff,D.Carlson kicks 54 yards from LV 35 to CIN 11. C.Evans to CIN 25 for 14 yards (N.Hobbs; M.Lee).,Kickoff from LV 35
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,2,0,Pass Incomplete,(9:18) (Shotgun) J.Burrow pass incomplete short left to J.Chase.,1st & 10 at CIN 25
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,3,0,11 Yard Pass,(9:14) (Shotgun) J.Burrow pass short right to J.Chase to CIN 36 for 11 yards (B.Facyson).,2nd & 10 at CIN 25
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,4,0,3 Yard Run,(8:39) J.Mixon right guard to CIN 39 for 3 yards (D.Perryman; D.Deablo).,1st & 10 at CIN 36
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,5,0,17 Yard Pass,(8:01) J.Burrow pass deep right to J.Chase ran ob at LV 44 for 17 yards.,2nd & 7 at CIN 39
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,6,0,4 Yard Run,(7:22) J.Mixon left end to LV 40 for 4 yards (D.Perryman).,1st & 10 at LV 44
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,7,0,9 Yard Pass,(6:41) (Shotgun) J.Burrow pass short left to J.Chase to LV 31 for 9 yards (B.Facyson).,2nd & 6 at LV 40
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,8,0,21 Yard Pass,(6:03) J.Burrow pass short left to J.Mixon to LV 10 for 21 yards (T.Moehrig) [C.Ferrell].,1st & 10 at LV 31
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,9,0,Pass Incomplete,(5:21) (Shotgun) J.Burrow pass incomplete short right to T.Higgins [C.Ferrell].,1st & 10 at LV 10
2021,Wild Card Weekend,SAT,01/15,Raiders,Bengals,1ST QUARTER,2,CIN,1,10,0,3 Yard Run,(5:16) J.Mixon right end to LV 7 for 3 yards (D.Deablo; D.Perryman).,2nd & 10 at LV 10
